,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
282,149,Mara Katherine Abbott,F,30.0,163.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
1456,811,Natalie Cammile Adams (-Brannan),F,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
1514,837,Rachael Alexis Adams,F,26.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
1726,961,"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
1847,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
1848,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
1849,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1850,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
2593,1453,Nicole Ahsinger,F,18.0,163.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,
3020,1682,Morolake Akinosun,F,22.0,163.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
3022,1683,Foluke Antinuke Akinradewo,F,28.0,191.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
3095,1730,Monica Aksamit,F,26.0,183.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
4727,2695,Nia Sifaatihii Ali,F,27.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver
4975,2838,Devon Allen,M,21.0,185.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
5549,3141,Anita Alvarez,F,19.0,170.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
6808,3820,Haley Danita Anderson,F,24.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,
6853,3845,"Matthew John ""Matt"" Anderson",M,29.0,202.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
7432,4159,"Robert Adrian ""Robby"" Andrews",M,25.0,178.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
8167,4505,Carmelo Kyan Anthony,M,32.0,203.0,109.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
9416,5167,Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",
9417,5167,Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
9812,5372,Jenny Lyvette Arthur,F,22.0,166.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,
10106,5523,Ronnie Ash,M,28.0,188.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
10173,5560,Whitney Jordan Ashley,F,27.0,178.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,
10885,5943,Haley Ruth Augello,F,21.0,157.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Flyweight, Freestyle",
10930,5971,Seimone Delicia Augustus,F,32.0,183.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
11594,6317,"Anthony Lawrence ""Tony"" Azevedo",M,34.0,186.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
12703,6911,Tavis Bailey,M,24.0,191.0,125.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
12893,7013,Brian Richard Baker,M,31.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
12894,7013,Brian Richard Baker,M,31.0,191.0,77.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
12906,7020,Kathleen Baker,F,19.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver
12907,7020,Kathleen Baker,F,19.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
12919,7030,Perry Baker,M,30.0,185.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
13281,7208,"Carlos Zenon Balderas, Jr.",M,19.0,175.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,
14061,7590,Kayla Banwarth,F,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
14211,7666,"Matthew ""Matt"" Baranoski",M,23.0,183.0,96.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,
14294,7705,"Akalaini ""Bui"" Baravilala",F,25.0,168.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
14744,7956,Harrison Bryce Jordan Barnes,M,24.0,203.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
14839,8008,McQuin Baron,M,20.0,206.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
14996,8093,Danny Barrett,M,26.0,188.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
15062,8128,"Jennifer Mae ""Jenny"" Barringer-Simpson",F,29.0,166.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze
15142,8173,Thomas Barrows III,M,28.0,186.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
17786,9460,Elizabeth Lyon Beisel,F,23.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
18772,9953,"Christopher Anthony ""Chris"" Benard",M,26.0,191.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
18851,9988,Garrett Bender,M,24.0,193.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
19364,10257,"Joseph ""Gunnar"" Bentz",M,20.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
20089,10585,Boris Berian,M,23.0,183.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,
20485,10802,Gwen Berry,F,27.0,175.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,
20616,10876,"Kathleen ""Kate"" Bertko",F,32.0,175.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
21758,11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Gold
21759,11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
21760,11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Gold
21761,11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,Gold
21762,11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
21763,11495,Simone Arianne Biles,F,19.0,143.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Bronze
21827,11527,"Gregory ""Greg"" Billington",M,27.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
22157,11671,"Suzanne Brigit ""Sue"" Bird",F,35.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
22360,11769,"Andrew Thomas ""Andy"" Bisek",M,29.0,178.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
23128,12164,"Benjamin Floyd ""Ben"" Blankenship",M,27.0,178.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",
25002,13092,Bret Bonanni,M,22.0,194.0,92.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
25497,13322,Brent Bookwalter,M,32.0,181.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
25498,13322,Brent Bookwalter,M,32.0,181.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,
25611,13379,Hillary Bor,M,26.0,168.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
25968,13549,Brittany Borman,F,27.0,183.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
26866,13969,David Alasdair Boudia,M,27.0,175.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Bronze
26867,13969,David Alasdair Boudia,M,27.0,175.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Silver
27450,14250,Alex Bowen,M,22.0,196.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
27483,14266,"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver
27484,14266,"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Bronze
27485,14266,"Frentorish ""Tori"" Bowie",F,25.0,175.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
27964,14489,Marvin Bracy,M,22.0,175.0,78.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
29054,15029,Morgan Paige Brian,F,23.0,170.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
29492,15227,Allison M. Brock,F,36.0,168.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",
29493,15227,Allison M. Brock,F,36.0,168.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
29679,15325,Trayvon Jaquez Bromell,M,21.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
29680,15325,Trayvon Jaquez Bromell,M,21.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
29792,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
29793,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
29794,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
29795,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
29796,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
29797,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
29798,15374,"Christopher Dean ""Chris"" Brooks",M,29.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
30015,15493,Colton Brown,M,24.0,183.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
30142,15560,Mackenzie Brown,F,21.0,178.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
30214,15604,Will Brown,M,24.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
30215,15604,Will Brown,M,24.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
31294,16087,Charlie Buckingham,M,27.0,188.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
32547,16733,Jordan Ernest Burroughs,M,28.0,171.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
32900,16923,Jimmy Butler III,M,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
33298,17159,"Donald ""Donn"" Cabral",M,26.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
34304,17679,Amber Campbell,F,35.0,171.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,
34305,17680,"Andrew Campbell, Jr.",M,24.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,
35281,18167,Kelsey Card,F,23.0,178.0,116.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,
35670,18354,Ryan Carlyle,F,26.0,168.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
36306,18653,Michelle Denee Carter,F,30.0,176.0,136.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Gold
36906,18976,Kristi Castlin,F,28.0,170.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Bronze
37038,19044,Tamika Devonne Catchings,F,37.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
37051,19057,Kelly Catlin,F,20.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
37612,19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",M,26.0,176.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Gold
38047,19547,Louisa Chafee,F,24.0,165.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,
38221,19644,Miles Cleveland Chamley-Watson,M,26.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
38222,19644,Miles Cleveland Chamley-Watson,M,26.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
38680,19901,Tina Alexandria Charles,F,27.0,193.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
39162,20133,Paul Kipkemboi Chelimo,M,25.0,175.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver
40050,20599,Phillip Hung Chew,M,22.0,173.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,
40051,20599,Phillip Hung Chew,M,22.0,173.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,
41245,21270,Micah Makanamaikalani Christenson,M,23.0,198.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
42292,21817,"Caroline Archer ""KK"" Clark",F,26.0,188.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
42557,21954,"William Bundu ""Will"" Claye",M,25.0,181.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Silver
42626,21990,Kerron Stephon Clement,M,30.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Gold
42642,22002,Kyle Clemons,M,25.0,180.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
42936,22143,Emma Jane Coburn,F,25.0,173.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
43132,22242,Corey Cogdell-Unrein,F,29.0,173.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Bronze
43313,22324,"Charles ""Charlie"" Cole",M,30.0,194.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,
43337,22342,Christian Coleman,M,20.0,175.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
43984,22662,"John ""Jack"" Conger",M,21.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
44004,22675,"Kimberley Frances ""Kim"" Conley",F,30.0,161.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
44265,22829,Charles Albert Shone Conwell,M,18.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,
44311,22857,Kassidy Leigh Cook,F,21.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,
44711,23040,Kevin Cordes,M,22.0,196.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
44712,23040,Kevin Cordes,M,22.0,196.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,
44713,23040,Kevin Cordes,M,22.0,196.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
45521,23497,DeMarcus Amir Cousins,M,25.0,210.0,122.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
45714,23585,J'den Michael Tbory Cox,M,21.0,180.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
45766,23616,"Amelia ""Amy"" Cozad",F,25.0,160.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,
45804,23640,Morgan Craft,F,23.0,160.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,
45837,23657,"Kameryn Louise ""Kami"" Craig",F,29.0,181.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
45850,23665,Brooke Leeann Crain,F,23.0,160.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,
45883,23680,Lauren Crandall,F,31.0,161.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
46475,23974,Ryan Crouser,M,23.0,201.0,125.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Gold
46476,23975,"Samuel ""Sam"" Crouser",M,24.0,198.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
47223,24339,Logan Perry Cunningham,M,25.0,175.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,
47231,24344,Vashti Cunningham,F,18.0,185.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,
47250,24352,Luca Cupido,M,20.0,188.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,
47689,24584,"Abigail ""Abbey"" D'Agostino",F,24.0,160.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
48458,24981,"Phillip Peter ""Phil"" Dalhausser",M,36.0,206.0,93.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
48588,25040,"Jacob ""Jake"" Dalton",M,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
48589,25040,"Jacob ""Jake"" Dalton",M,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
48590,25040,"Jacob ""Jake"" Dalton",M,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,
48591,25040,"Jacob ""Jake"" Dalton",M,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
48592,25040,"Jacob ""Jake"" Dalton",M,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
48593,25040,"Jacob ""Jake"" Dalton",M,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
49801,25663,Desiree Nicole Davila-Linden,F,33.0,155.0,43.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
49893,25709,Lucy Davis,F,23.0,165.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
49894,25709,Lucy Davis,F,23.0,165.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
49982,25738,Lea Davison,F,33.0,168.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Mountainbike, Cross-Country",
50123,25799,Rachel Dawson,F,31.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,
53119,27263,Angelica Delgado,F,25.0,160.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,
53294,27357,Elena Delle Donne,F,26.0,195.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
53341,27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,30.0,166.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
53369,27393,"Nicholas ""Nick"" Delpopolo",M,27.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,
53872,27630,Daniel Paul Dennis-Kengott,M,29.0,165.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",
54075,27743,DeMar Darnell DeRozan,M,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
54087,27750,Eli Dershwitz,M,20.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",
56072,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
56073,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Gold
56074,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
56075,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Silver
